gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
female,0,yes,yes,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,electronic_check,19.05,761.85
male,0,no,no,39,yes,no,dsl,no,no,no,yes,no,no,two_year,yes,bank_transfer_(automatic),49.8,1971.15
female,0,yes,yes,59,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,106.15,6256.2
female,0,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.1,318.6
male,1,yes,no,46,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),59.9,2816.65
female,0,no,no,43,yes,no,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,91.65,3954.1
female,0,yes,yes,67,no,no_phone_service,dsl,yes,no,no,yes,no,no,two_year,no,credit_card_(automatic),35.7,2545.7
male,0,no,no,34,yes,no,dsl,yes,no,yes,no,no,no,one_year,no,mailed_check,56.95,1889.5
female,0,no,no,24,yes,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),88.95,2072.75
male,1,yes,no,70,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,104.8,7308.95
male,0,no,yes,16,yes,yes,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,69.1,1083.7
female,1,yes,yes,61,yes,yes,dsl,no,no,yes,no,yes,no,one_year,yes,electronic_check,65.2,3965.05
male,0,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.1,401.85
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,19.3,19.3
female,0,no,no,31,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,no,electronic_check,104.35,3205.6
male,0,yes,yes,59,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,86.75,5186.0
female,0,no,no,43,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),115.05,4895.1
female,0,yes,yes,35,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,25.75,882.55
female,0,no,no,38,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.05,741.5
female,0,yes,yes,40,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),96.35,3915.4
male,0,yes,yes,20,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,yes,credit_card_(automatic),39.4,825.4
female,0,no,no,60,yes,yes,fiber_optic,no,no,yes,no,no,no,one_year,yes,bank_transfer_(automatic),79.2,4765.0
female,0,yes,no,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),65.5,4919.7
female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),89.55,6448.85
female,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),19.7,129.55
male,0,yes,no,38,no,no_phone_service,dsl,yes,yes,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),60.0,2193.2
male,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.1,75.1
female,0,no,no,63,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.2,1618.2
female,0,yes,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),45.9,505.95
female,0,no,no,9,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),74.25,639.65
female,0,yes,no,33,yes,yes,fiber_optic,no,no,yes,yes,no,yes,month-to-month,yes,credit_card_(automatic),95.0,3008.15
female,0,no,no,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),19.5,413.0
female,0,no,no,48,yes,no,fiber_optic,no,yes,no,no,no,no,one_year,no,electronic_check,75.15,3772.65
male,0,no,no,60,yes,yes,fiber_optic,no,no,yes,no,yes,no,two_year,yes,electronic_check,89.55,5231.2
female,0,no,no,5,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),55.8,300.4
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,19.75,19.75
female,0,no,no,6,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,90.1,521.3
male,1,no,no,25,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,89.5,2196.15
male,0,yes,yes,53,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.55,1336.1
female,1,yes,no,38,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),74.95,2869.85
male,0,yes,no,10,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.25,855.3
female,1,no,no,16,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,54.1,889.0
male,0,yes,yes,52,no,no_phone_service,dsl,no,yes,yes,yes,yes,no,two_year,no,mailed_check,50.2,2554.0
male,0,yes,yes,50,yes,no,dsl,no,no,no,no,no,no,one_year,yes,bank_transfer_(automatic),44.8,2230.85
male,0,yes,no,64,yes,no,fiber_optic,yes,yes,no,yes,yes,yes,two_year,yes,credit_card_(automatic),104.05,6605.55
male,0,yes,yes,54,no,no_phone_service,dsl,no,no,yes,yes,no,yes,two_year,no,credit_card_(automatic),46.0,2424.05
male,0,no,no,11,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,mailed_check,75.9,866.4
male,0,yes,yes,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.6,926.0
male,0,yes,no,51,yes,yes,dsl,no,no,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),75.2,3901.25
female,0,yes,yes,43,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),60.4,2640.55
female,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic_check,35.75,35.75
male,0,yes,yes,25,yes,no,dsl,no,yes,yes,no,no,no,one_year,no,mailed_check,53.65,1355.45
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.1,19.1
male,0,no,no,21,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,no,mailed_check,61.65,1393.6
male,0,yes,yes,1,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,80.0,80.0
female,0,yes,no,65,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),107.65,7082.85
female,0,yes,no,9,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,79.75,769.1
male,0,yes,yes,65,yes,no,dsl,yes,no,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),74.8,4820.15
female,0,yes,no,57,yes,no,dsl,yes,yes,no,yes,yes,no,two_year,yes,credit_card_(automatic),70.35,4124.65
female,0,yes,yes,32,yes,yes,fiber_optic,yes,no,no,no,yes,no,month-to-month,no,electronic_check,89.6,2901.8
female,0,no,yes,66,yes,yes,fiber_optic,yes,no,yes,yes,no,no,two_year,yes,credit_card_(automatic),90.95,5930.05
male,1,yes,no,1,no,no_phone_service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic_check,40.2,40.2
female,0,yes,yes,63,yes,no,dsl,yes,yes,yes,yes,yes,no,two_year,no,credit_card_(automatic),75.55,4707.85
female,0,no,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),19.55,470.2
male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed_check,50.5,147.75
female,0,no,no,16,yes,yes,dsl,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),65.2,1043.35
female,0,yes,no,24,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,no,mailed_check,66.3,1559.45
female,0,yes,no,46,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),55.0,2473.95
female,0,no,no,67,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),102.95,6886.25
female,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,80.75,159.45
male,0,yes,yes,67,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,105.4,6989.45
male,0,no,yes,54,yes,no,dsl,no,yes,yes,yes,no,no,one_year,yes,electronic_check,61.0,3283.05
female,1,no,no,4,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.3,424.45
female,0,yes,yes,67,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),105.65,6717.9
male,0,yes,yes,51,yes,yes,fiber_optic,no,yes,no,yes,no,no,one_year,no,bank_transfer_(automatic),84.2,4299.75
male,0,no,no,9,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.3,918.75
female,0,yes,no,9,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,89.45,853.1
female,1,yes,no,11,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,99.55,1131.2
female,0,no,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank_transfer_(automatic),50.8,288.05
male,0,yes,yes,56,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.15,1402.25
female,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,110.15,7998.8
female,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),87.95,6365.35
female,0,no,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),69.55,222.3
female,0,no,no,10,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,mailed_check,60.95,629.55
female,0,no,no,17,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),70.5,1165.6
female,0,no,no,4,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,105.65,443.9
female,0,yes,no,46,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,electronic_check,103.15,4594.65
female,0,no,no,34,yes,no,dsl,yes,no,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),79.95,2727.3
male,0,no,no,16,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,55.3,875.35
female,1,yes,no,3,yes,no,fiber_optic,no,no,no,yes,yes,no,month-to-month,yes,mailed_check,83.9,267.4
male,0,yes,yes,65,yes,yes,dsl,yes,yes,no,no,no,yes,two_year,yes,mailed_check,69.55,4459.15
female,0,no,no,14,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,86.3,1180.95
female,0,yes,yes,16,yes,no,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,no,bank_transfer_(automatic),100.7,1522.7
female,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.05,157.65
female,1,yes,no,38,yes,yes,fiber_optic,yes,yes,no,no,no,yes,one_year,no,credit_card_(automatic),95.0,3591.25
female,1,yes,yes,56,yes,no,dsl,yes,no,no,yes,yes,yes,two_year,yes,credit_card_(automatic),72.6,4084.35
female,0,no,yes,25,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),54.75,1266.35
male,0,yes,yes,43,yes,yes,dsl,yes,no,no,yes,no,yes,one_year,yes,credit_card_(automatic),71.9,3173.35
male,0,yes,yes,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,70.65,70.65
male,1,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),115.75,8399.15
male,0,no,no,12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),49.05,593.05
female,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,74.45,74.45
female,1,no,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.4,204.7
female,0,no,no,12,yes,yes,dsl,no,no,no,yes,yes,yes,one_year,no,mailed_check,74.05,872.65
male,1,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed_check,50.15,50.15
female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,50.55,50.55
male,0,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),20.0,198.6
male,1,no,no,38,yes,no,dsl,no,yes,yes,yes,yes,no,one_year,yes,credit_card_(automatic),70.15,2497.35
male,0,no,no,5,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,month-to-month,yes,mailed_check,43.25,219.0
female,0,no,no,61,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),86.45,5175.3
male,1,yes,no,15,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),85.6,1345.55
male,0,yes,yes,7,yes,no,dsl,yes,no,no,no,no,no,one_year,yes,electronic_check,49.75,331.3
female,0,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.85,450.65
male,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,credit_card_(automatic),70.7,140.7
male,0,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.3,475.1
male,1,yes,no,67,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),94.65,6079.0
male,0,yes,yes,37,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,92.95,3415.25
male,1,yes,no,6,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,95.75,573.75
female,0,no,no,19,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,95.15,1789.25
female,0,yes,yes,24,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.7,571.75
male,0,yes,yes,66,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.0,1374.2
female,0,no,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),20.1,644.5
male,0,yes,no,67,yes,no,fiber_optic,yes,yes,no,no,no,yes,one_year,yes,credit_card_(automatic),90.6,6056.15
female,0,no,yes,4,yes,yes,fiber_optic,no,no,yes,yes,no,no,month-to-month,yes,mailed_check,87.1,341.45
male,0,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.4,168.65
female,1,yes,no,59,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,one_year,yes,electronic_check,94.05,5483.9
female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,109.55,8165.1
female,0,yes,yes,52,yes,yes,fiber_optic,yes,yes,yes,no,no,yes,month-to-month,no,bank_transfer_(automatic),98.15,4993.4
male,1,no,no,48,yes,yes,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,electronic_check,99.0,4744.35
female,0,yes,no,31,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed_check,49.2,1498.55
male,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),88.6,6201.95
male,0,no,no,11,yes,no,fiber_optic,yes,no,yes,no,no,no,month-to-month,yes,bank_transfer_(automatic),79.5,795.65
female,0,no,no,36,yes,yes,dsl,yes,no,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),89.65,3348.1
male,0,yes,yes,71,yes,yes,dsl,yes,no,no,no,yes,no,one_year,yes,electronic_check,66.2,4692.55
male,0,no,no,67,no,no_phone_service,dsl,yes,no,no,yes,yes,no,two_year,no,electronic_check,43.9,3097.2
male,1,yes,yes,43,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),110.75,4687.9
female,0,yes,no,64,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,electronic_check,115.0,7396.15
male,1,no,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),113.8,7845.8
male,0,no,yes,32,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.5,696.8
female,0,no,yes,3,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,yes,bank_transfer_(automatic),64.5,177.4
male,1,yes,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,one_year,yes,electronic_check,92.0,6585.2
female,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,43.75,405.7
male,0,no,no,65,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.75,1654.75
female,0,no,no,28,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.3,1546.3
female,0,yes,no,65,yes,no,dsl,yes,yes,yes,no,no,yes,two_year,no,bank_transfer_(automatic),71.0,4386.2
female,0,no,yes,19,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,yes,electronic_check,60.6,1297.8
female,0,no,no,3,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,29.2,98.5
male,0,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,76.95,228.4
male,1,no,no,42,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),79.35,3344.1
female,0,yes,yes,69,no,no_phone_service,dsl,yes,no,yes,no,no,yes,two_year,yes,credit_card_(automatic),43.95,2960.1
male,0,yes,yes,61,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),103.9,6449.15
male,0,yes,yes,11,yes,yes,dsl,yes,no,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),65.15,723.35
male,1,yes,no,41,yes,yes,fiber_optic,yes,no,yes,no,no,no,month-to-month,yes,bank_transfer_(automatic),83.75,3273.55
male,0,no,no,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.75,265.75
female,0,yes,yes,59,yes,no,dsl,no,yes,no,yes,yes,yes,two_year,yes,credit_card_(automatic),75.95,4542.35
female,0,no,no,39,no,no_phone_service,dsl,yes,yes,no,yes,no,no,one_year,no,bank_transfer_(automatic),41.15,1700.9
female,0,yes,yes,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.05,1016.7
female,0,yes,yes,45,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,mailed_check,81.0,3533.6
female,0,no,no,9,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,94.4,857.25
male,1,yes,no,46,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,80.4,3605.2
male,0,no,no,51,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),24.6,1266.4
male,0,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.25,331.35
male,0,no,yes,48,yes,yes,dsl,yes,no,yes,no,yes,yes,one_year,yes,credit_card_(automatic),78.75,3682.45
female,0,yes,no,67,yes,yes,dsl,yes,yes,yes,no,no,yes,one_year,no,mailed_check,75.1,5064.45
male,0,yes,no,63,yes,yes,dsl,no,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),79.8,5034.05
male,0,yes,no,15,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),68.6,1108.6
male,0,no,no,7,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,96.2,639.7
male,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),86.65,6094.25
male,0,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,credit_card_(automatic),53.4,188.7
male,0,yes,no,4,yes,yes,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic_check,65.6,250.1
male,0,yes,yes,60,yes,yes,fiber_optic,yes,no,yes,no,yes,no,one_year,yes,bank_transfer_(automatic),95.4,5812.0
female,0,yes,yes,49,yes,no,dsl,no,yes,yes,no,yes,yes,one_year,no,credit_card_(automatic),78.0,3824.2
male,0,no,no,3,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,no,credit_card_(automatic),85.7,256.75
female,0,yes,yes,2,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,no,mailed_check,65.7,134.35
female,0,yes,no,49,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic_check,99.4,5025.0
male,0,no,yes,25,no,no_phone_service,dsl,yes,no,no,no,yes,no,one_year,yes,credit_card_(automatic),40.65,970.55
female,0,yes,yes,45,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),54.15,2319.8
female,0,no,no,2,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,90.4,168.2
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.95,47.7
female,0,yes,yes,41,no,no_phone_service,dsl,yes,no,yes,no,no,no,one_year,no,credit_card_(automatic),35.4,1412.4
female,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.65,1710.15
female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.4,61.05
male,0,yes,yes,38,yes,yes,fiber_optic,no,no,yes,yes,yes,no,two_year,yes,bank_transfer_(automatic),94.9,3616.25
male,0,yes,no,6,yes,no,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,91.0,531.0
male,0,yes,yes,0,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.35,1397.475
male,1,no,no,44,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,no,electronic_check,73.85,3122.4
male,1,no,no,55,no,no_phone_service,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic_check,44.85,2479.05
male,0,yes,yes,1,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,30.2,30.2
female,1,no,no,54,yes,yes,dsl,no,yes,no,yes,yes,no,one_year,no,mailed_check,72.1,3886.05
male,0,no,no,30,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit_card_(automatic),95.0,2852.4
male,0,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),86.9,6194.1
female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,45.3,45.3
female,1,no,no,46,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.45,4863.85
female,0,no,no,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.55,945.7
male,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),103.75,7346.2
female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.65,38.7
female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.45,34.8
female,0,yes,yes,72,yes,yes,fiber_optic,no,yes,yes,yes,no,yes,two_year,yes,bank_transfer_(automatic),98.65,7129.45
male,0,yes,yes,47,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.55,1160.45
male,1,yes,yes,56,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),104.55,5794.65
male,0,yes,yes,35,yes,yes,dsl,yes,yes,yes,yes,no,no,two_year,yes,credit_card_(automatic),69.15,2490.15
female,0,yes,no,42,yes,yes,fiber_optic,no,no,yes,yes,no,no,month-to-month,yes,electronic_check,84.3,3588.4
female,0,no,no,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),19.65,92.05
male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,115.55,8425.3
male,0,yes,yes,61,yes,yes,dsl,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),81.0,4976.15
male,0,yes,no,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.3,486.2
male,0,no,yes,21,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,no,electronic_check,80.35,1747.2
male,0,yes,yes,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.25,488.25
female,0,no,no,29,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.35,617.35
